id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-02-23T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:22.545Z,2017-08-02T19:54:37.133Z,2017-08-02T22:18:20.550Z",,False,,0.0,2.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=95,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=81","The paperwhite was excellent at first but just yesterday (Feb. 22), less than 2 months since I purchased it, it froze and nothing I do will work. I am taking it back to Best Buy and hope they can fix it.",Not happy with it at this time.,,,Sally
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2016-09-03T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:23.888Z,2017-08-02T19:53:58.352Z,2017-08-02T22:17:08.538Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=210,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=195",I bought this for travel so I can read as much as I can without bartering and carrying books. It's easy to read but the size doesn't work for me. I have to hold it with two hands. I was hoping I could hold it in one. In retrospect I would get the Amazon Fire instead.,Not the ideal size for me,,,neisei
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2016-09-02T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:23.888Z,2017-08-02T19:53:58.754Z,2017-08-02T22:17:08.444Z",,False,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=210,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=196","Easy to read,very sensitive to touch. Still can't figure out how to get a new book onto the device. The on/off button is tiny which presents a problem as l have long nails. Too technical for a ""book""",Confusing for a book!!,,,AvidReader
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-02-20T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:22.863Z,2017-08-02T19:54:37.001Z,2017-08-02T22:18:20.680Z",,False,,0.0,2.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=96,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=82","This edition does not have backlighting which is a big deal!!! If you like reading in bed or indoors without needing to use external lighting, you should not get this version! Get one of the newer editions! If you only read in well lit areas, then go for this one! Kindle is fantastic and I love my white lightweight long lasting kindle with the option to use background light.",The paper white is outdated.,,,TechGal
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-03-25T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:18.139Z,2017-08-02T19:54:27.452Z,2017-08-02T22:18:12.146Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=75,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=60",The Version with the light is the way to go. A case is a must the screen can easily be scratched. over works as intended,Small compact easy to carry,,,Dv15
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-08T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:16.830Z,2017-08-02T19:54:24.965Z,2017-08-02T22:18:09.722Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=67,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=53",doesnot work After three weeks，I cannot open it. so sad,totally deied,,,qingbo
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-03-16T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:16.972Z,2017-08-02T19:54:29.627Z,2017-08-02T22:18:15.287Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=79,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=65",I like the kindle it is light and easy too sue battery life is good.,nice and sleek useful with touch and whitelight,,,Leghari
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-01T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:16.024Z,2017-08-02T19:54:24.845Z,2017-08-02T22:18:09.913Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=70,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=55","You will find detailed reviews of kindle paper white online. I will cover some other general observations,If you send a pdf to your kindle email , it will sync it to your kindle. But the fonts appear small when you open it in kindle paper white and the menu option did not allow me to change font size. You have to convert the pdf to be able to adjust font size.You will be able to convert your existing pdfs by sending a email with ""Convert"" in subject line and including the attachment and sending it to your kindle email (refer to amazon settings for finding out your kindle email). However it may lose the tables or other code diagrams from the original pdf so that is a pain (varies from pdf to pdf). Also if you are used to ios or android, the page turns are not the same like flipping. when you tap or perform a page flip,It will blink for a sec and refresh the page to move to next page. I found this a little annoying but it works. if you buy a book online then that might be a better option as it will let you read the formatted content correctly.Battery usage is fantastic.Another positive is that the inbuilt lights are not glaring in the dark so you will find reading to be a pleasant experience. They have settings to adjust brightness as well.",Good device for reading books you buy.,,,aravindan14
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-03-17T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:16.593Z,2017-08-02T19:54:28.205Z,2017-08-02T22:18:14.876Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=78,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=64","It's nice & cool but it responds extremely slow. Compared to modern tablets & phones kindle is just too slow. My expectation would be to make it faster even if I have to charge it often that would be ok, secondly there should be a Home button & back button on the body of kindle.",Nice,,,Singh
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-03-15T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:16.516Z,2017-08-02T19:54:30.868Z,2017-08-02T22:18:16.597Z",,False,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=83,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=68",I would opt for an iPad rather than the Kindle just because of the ease of researching books by authors etc. the only advantage of the Kindle is the attractive comparative price.,Not the easiest to research and find books.,,,Jamie
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-14T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:14.916Z,2017-08-02T19:54:24.529Z,2017-08-02T22:18:09.382Z",,False,,0.0,2.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=65,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=51",No access to the Internet.........Won't recommend!,Kindle Paperwhite,,,Unhappy2016
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-03T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:14.946Z,2017-08-02T19:54:24.845Z,2017-08-02T22:18:09.913Z",,True,,1.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=69,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=55",I have yet to figure out what page of the book I am on. Don't really care what percent of a book is left or that I have 5 minutes left in a chapter. After using a Nook for many years this is cumbersome. Good news: way easier to get library books on this.,Not the easiest reader to navigate,,,golfstud
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-03T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:14.946Z,2017-08-02T19:54:24.845Z,2017-08-02T22:18:09.913Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=69,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=55","I still haven't been able to figures out my kindle, it seems like it has very cool features but learning slowly how to take take full advantage of it.",Good for readers,,,Dmoney
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-07T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:14.378Z,2017-08-02T19:54:24.965Z,2017-08-02T22:18:09.722Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=68,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=53","A reader, but the processor is not fast, react slowly",A reader,,,Ming
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-04-07T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:14.378Z,2017-08-02T19:54:24.965Z,2017-08-02T22:18:09.722Z",,False,,0.0,2.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=68,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=53","The earlier models were so simple to use. No nonsense listing of books in it's library, by author or title. Now there are big pictures with tiny lettering and lots of ads.",It is not user friendly,,,cmij
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-06-02T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:11.902Z,2017-08-02T19:54:17.985Z,2017-08-02T22:18:02.986Z",,False,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=48,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=33",It's an OK product. Nothing special. Not on the cutting edge of technology,It's an OK product,,,Robert
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-05-17T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:11.160Z,2017-08-02T19:54:19.095Z,2017-08-02T22:18:05.216Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=56,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=41","I've had every Kindle e-reader available. Though it doesn't have all the features available on the Voyage, the Paperwhite is the best. The issue I've had are the emergence of tiny light ""leaks"" emerging from the source through the matte textured page background. They're little pinhole-sized, bright light scattered across the page. It usually begins with just one, or two, and becomes several over time. It's distracting to reading. In a conventional book, it would be like having a small speck of dirt on the page. If these little things don't bother you, then it's not an issue. The Paperwhite models don't seem to have this problem as often as the Voyage does. I went through 3 Voyage models before surrendering and returning to the Paperwhite. The Paperwhite has fewer total lights, so it's not as evenly lit as the Voyage, however, it's nothing significant.",Inconsistent quality,,,lacorota
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2017-05-06T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:11.622Z,2017-08-02T19:54:21.549Z,2017-08-02T22:18:07.901Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=45",I like it small lightweight easy to see wifi capabilities,nice,,,Meme
